8/18/18|$50,000,000|24|34|52|61|67|16
8/15/18|$40,000,000|12|15|28|47|48|16
8/11/18|$247,000,000|5|43|56|62|68|24
8/8/18|$223,000,000|10|21|30|43|63|17
8/4/18|$203,000,000|3|11|38|44|58|2
8/1/18|$187,000,000|5|22|32|38|58|26
7/28/18|$168,000,000|22|27|46|56|65|13
7/25/18|$147,000,000|2|18|41|44|64|26
7/21/18|$130,000,000|9|23|56|58|68|1
7/18/18|$110,000,000|1|10|27|28|36|12
7/14/18|$100,000,000|22|41|42|49|67|11
7/11/18|$90,000,000|19|21|27|46|47|7
7/7/18|$80,000,000|1|10|43|45|64|22
7/4/18|$70,000,000|4|7|15|41|44|10
6/30/18|$60,000,000|3|9|20|42|61|24
6/27/18|$50,000,000|7|28|37|62|63|15
6/23/18|$40,000,000|16|29|43|45|56|25
6/20/18|$151,000,000|4|14|23|27|56|13
6/16/18|$137,000,000|9|45|57|58|65|9
6/13/18|$121,000,000|13|20|38|45|55|1
6/9/18|$105,000,000|6|10|15|25|36|14
6/6/18|$87,000,000|23|28|41|53|56|14
6/2/18|$74,000,000|23|25|37|44|64|7
5/30/18|$60,000,000|17|23|26|46|68|20
5/26/18|$50,000,000|1|21|31|45|49|21
5/23/18|$40,000,000|20|54|56|61|64|7
5/19/18|$306,000,000|3|6|9|17|56|25
5/16/18|$280,000,000|17|19|21|22|51|19
5/12/18|$257,000,000|22|42|45|55|56|14
5/9/18|$233,000,000|11|16|38|50|69|19
5/5/18|$215,000,000|14|29|36|57|61|17
5/2/18|$195,000,000|5|14|31|40|50|6
4/28/18|$177,000,000|20|22|28|45|50|8
4/25/18|$158,000,000|17|18|39|56|64|12
4/21/18|$142,000,000|40|50|54|62|69|19
4/18/18|$122,000,000|9|10|12|17|23|9
4/14/18|$106,000,000|17|19|26|61|62|15
4/11/18|$89,000,000|16|18|27|55|67|18
4/7/18|$74,000,000|2|17|20|38|39|20
4/4/18|$60,000,000|8|24|42|54|64|24
3/31/18|$50,000,000|8|24|52|55|61|21
3/28/18|$40,000,000|6|8|26|52|53|21
3/24/18|$54,000,000|10|33|45|53|56|24
3/21/18|$40,000,000|3|4|18|29|61|25
3/17/18|$455,000,000|22|57|59|60|66|7
3/14/18|$420,000,000|6|12|24|41|68|9
3/10/18|$385,000,000|43|44|54|61|69|22
3/7/18|$348,000,000|6|13|19|36|51|18
3/3/18|$321,000,000|13|17|25|36|40|5
2/28/18|$293,000,000|12|30|59|65|69|16
2/24/18|$293,000,000|24|25|38|62|63|6
2/21/18|$269,000,000|7|15|31|34|36|8
2/17/18|$246,000,000|13|26|39|44|62|2
2/14/18|$223,000,000|37|39|44|46|69|26
2/10/18|$184,000,000|1|13|27|41|59|20
2/7/18|$184,000,000|23|34|35|40|47|10
2/3/18|$165,000,000|15|23|27|48|53|6
1/31/18|$145,000,000|4|7|14|46|59|22
1/27/18|$127,000,000|17|21|26|47|54|7
1/24/18|$112,000,000|5|9|11|33|64|21
1/20/18|$92,000,000|26|28|47|49|58|3
1/17/18|$78,000,000|3|33|37|51|57|21
1/13/18|$62,000,000|14|25|35|58|69|24
1/10/18|$50,000,000|7|24|33|49|50|4
1/6/18|$40,000,000|12|29|30|33|61|26
1/3/18|$550,000,000|2|18|37|39|42|12
12/30/17|$440,000,000|28|36|41|51|58|24
12/27/17|$384,000,000|3|9|16|56|60|3
12/23/17|$337,000,000|1|3|13|15|44|25
12/20/17|$300,000,000|1|20|61|64|69|20
12/16/17|$250,000,000|9|35|37|50|63|11
12/13/17|$250,000,000|2|24|28|51|58|7
12/9/17|$229,000,000|25|36|37|55|60|6
12/6/17|$212,000,000|19|20|50|55|62|9
12/2/17|$193,000,000|28|30|32|36|58|6
11/29/17|$177,000,000|24|26|28|59|63|16
11/25/17|$163,000,000|8|13|27|53|54|4
11/22/17|$149,000,000|35|37|46|51|61|13
11/18/17|$134,000,000|17|28|31|32|39|26
11/15/17|$119,000,000|23|32|44|48|50|25
11/11/17|$103,000,000|4|6|16|30|56|18
11/8/17|$90,000,000|12|14|20|21|34|22
11/4/17|$75,000,000|12|14|26|48|51|13
11/1/17|$64,000,000|3|6|19|26|44|1
10/28/17|$52,000,000|27|35|38|57|66|10
10/25/17|$40,000,000|18|22|29|54|57|8
10/21/17|$191,000,000|14|41|42|45|69|4
10/18/17|$173,000,000|30|49|54|66|69|8
10/14/17|$156,000,000|32|37|56|66|69|11
10/11/17|$143,000,000|1|3|13|19|69|23
10/7/17|$128,000,000|10|49|61|63|65|7
10/4/17|$112,000,000|22|23|62|63|66|24
9/30/17|$94,000,000|8|12|25|41|64|15
9/27/17|$80,000,000|8|10|21|23|25|22
9/23/17|$66,000,000|24|45|55|56|57|19
9/20/17|$53,000,000|39|48|53|67|68|26
9/16/17|$40,000,000|17|18|24|25|31|24
9/13/17|$132,000,000|17|24|35|57|63|19
9/9/17|$115,000,000|6|20|29|57|59|22
9/6/17|$102,000,000|8|14|32|58|67|17
9/2/17|$83,000,000|6|21|41|52|62|26
8/30/17|$68,000,000|19|28|43|67|69|7
8/26/17|$40,000,000|7|15|32|38|66|15
8/23/17|$700,000,000|6|7|16|23|26|4
8/19/17|$535,000,000|17|19|39|43|68|13
8/16/17|$430,000,000|9|15|43|60|64|4
8/12/17|$356,000,000|20|24|26|35|49|19
8/9/17|$307,000,000|12|30|36|47|62|9
8/5/17|$286,000,000|11|21|28|33|45|11
8/2/17|$261,000,000|1|16|54|63|69|18
7/29/17|$239,000,000|1|28|40|45|48|12
7/26/17|$220,000,000|7|19|21|42|69|12
7/22/17|$205,000,000|5|32|44|53|60|9
7/19/17|$187,000,000|50|51|59|61|63|4
7/15/17|$172,000,000|9|40|63|64|66|17
7/12/17|$155,000,000|1|2|18|23|61|9
7/8/17|$140,000,000|8|10|29|40|59|26
7/5/17|$121,000,000|4|9|16|54|68|21
7/1/17|$160,000,000|19|42|45|48|53|16
6/28/17|$92,000,000|29|37|46|53|68|8
6/24/17|$79,000,000|10|22|32|36|58|10
6/21/17|$64,000,000|14|46|61|65|68|13
6/17/17|$52,000,000|10|13|32|53|62|21
6/14/17|$40,000,000|5|22|43|57|63|24
6/10/17|$435,000,000|20|26|32|38|58|3
6/7/17|$375,000,000|5|21|57|66|69|13
6/3/17|$337,000,000|3|9|21|41|54|25
5/31/17|$302,000,000|4|33|39|46|60|6
5/27/17|$275,000,000|5|10|28|55|67|9
5/24/17|$250,000,000|28|32|33|38|62|15
5/20/17|$228,000,000|5|22|45|47|54|3
5/17/17|$204,000,000|4|11|39|45|48|9
5/13/17|$184,000,000|17|20|32|63|68|19
5/10/17|$165,000,000|29|31|46|56|62|8
5/6/17|$147,000,000|11|21|31|41|59|21
5/3/17|$130,000,000|17|18|49|59|66|9
4/29/17|$113,000,000|22|23|24|45|62|5
4/26/17|$100,000,000|1|15|18|26|51|26
4/22/17|$90,000,000|21|39|41|48|63|6
4/19/17|$80,000,000|1|19|37|40|52|15
4/15/17|$70,000,000|5|22|26|45|61|13
4/12/17|$60,000,000|8|14|61|63|68|24
4/8/17|$50,000,000|23|36|51|53|60|15
4/5/17|$40,000,000|8|20|46|53|54|13
4/1/17|$60,000,000|9|32|36|44|65|1
3/29/17|$50,000,000|8|15|31|36|62|11
3/25/17|$40,000,000|18|31|32|45|48|16
3/22/17|$155,000,000|2|9|27|29|42|9
3/18/17|$141,000,000|13|25|44|54|67|5
3/15/17|$123,000,000|16|30|41|48|53|16
3/11/17|$104,000,000|1|26|41|50|57|11
3/8/17|$85,000,000|23|33|42|46|59|4
3/4/17|$68,000,000|2|18|19|22|63|19
3/1/17|$53,000,000|10|16|40|52|55|17
2/25/17|$40,000,000|6|32|47|62|65|19
2/22/17|$403,000,000|10|13|28|52|61|2
2/18/17|$349,000,000|3|7|9|31|33|20
2/15/17|$310,000,000|5|28|33|38|42|19
2/11/17|$285,000,000|5|9|17|37|64|2
2/8/17|$255,000,000|14|20|42|49|66|5
2/4/17|$229,000,000|6|13|16|17|52|25
2/1/17|$206,000,000|9|43|57|60|64|10
1/28/17|$187,000,000|12|20|39|49|69|17
1/25/17|$170,000,000|18|28|62|66|68|22
1/21/17|$153,000,000|23|25|45|52|67|2
1/18/17|$135,000,000|9|40|41|53|58|12
1/14/17|$121,000,000|23|55|59|64|69|13
1/11/17|$106,000,000|1|3|13|16|43|24
1/7/17|$94,000,000|3|12|24|37|63|10
1/4/17|$80,000,000|16|17|29|41|42|4
12/31/16|$70,000,000|1|3|28|57|67|9
12/28/16|$60,000,000|16|23|30|44|58|4
12/24/16|$50,000,000|28|38|42|51|52|21
12/21/16|$40,000,000|25|33|40|54|68|3
12/17/16|$119,000,000|1|8|16|40|48|10
12/14/16|$100,000,000|18|26|37|39|66|15
12/10/16|$85,700,000|12|21|32|44|66|15
12/7/16|$67,000,000|41|48|49|53|64|20
12/3/16|$55,200,000|8|10|26|27|33|22
11/30/16|$40,000,000|3|14|18|25|45|7
11/26/16|$403,000,000|17|19|21|37|44|16
11/23/16|$359,000,000|7|32|41|47|61|3
11/19/16|$320,000,000|16|24|28|43|61|21
11/16/16|$293,000,000|28|41|61|63|65|7
11/12/16|$258,000,000|8|17|20|27|52|24
11/9/16|$236,000,000|1|25|28|31|54|2
11/5/16|$217,000,000|21|31|50|51|69|8
11/2/16|$198,000,000|13|18|37|54|61|5
10/29/16|$183,300,000|19|20|21|42|48|23
10/26/16|$164,000,000|2|3|16|48|56|24
10/22/16|$151,000,000|1|55|33|28|56|22
10/19/16|$136,000,000|10|16|38|43|63|23
10/15/16|$122,000,000|23|49|57|64|67|20
10/12/16|$107,000,000|16|30|34|37|44|16
10/8/16|$91,000,000|3|54|61|64|68|9
10/5/16|$80,000,000|8|18|27|29|60|15
10/1/16|$70,000,000|2|12|50|61|64|1
9/28/16|$60,000,000|30|38|52|53|62|1
9/24/16|$50,000,000|7|15|20|29|41|22
9/21/16|$40,000,000|1|28|63|67|69|17
9/17/16|$244,000,000|9|19|51|55|62|14
9/14/16|$224,900,000|10|11|23|28|31|14
9/10/16|$205,000,000|3|17|49|55|68|8
9/7/16|$186,000,000|22|23|29|33|55|21
9/3/16|$171,800,000|7|39|50|59|67|25
8/31/16|$154,000,000|5|10|24|56|61|12
8/27/16|$142,000,000|4|32|48|49|63|20
8/24/16|$127,000,000|9|11|25|64|65|16
8/20/16|$110,000,000|3|6|21|60|68|24
8/17/16|$94,000,000|33|44|49|50|52|8
8/13/16|$82,000,000|38|44|60|64|69|6
8/10/16|$67,000,000|23|56|61|64|67|12
8/6/16|$52,000,000|20|33|36|47|52|12
8/3/16|$40,000,000|9|11|27|66|67|2
7/30/16|$478,000,000|11|17|21|23|32|5
7/27/16|$422,000,000|10|47|50|65|68|24
7/23/16|$391,100,000|5|7|23|35|39|11
7/20/16|$361,000,000|6|25|35|58|66|5
7/16/16|$333,000,000|11|17|40|50|62|26
7/13/16|$302,500,000|3|15|29|54|57|10
7/9/16|$288,000,000|10|28|32|61|64|12
7/6/16|$257,000,000|2|24|31|57|66|18
7/2/16|$243,000,000|10|34|39|59|63|4
6/29/16|$222,000,000|23|29|37|60|64|6
6/25/16|$203,000,000|3|27|36|56|69|25
6/22/16|$184,000,000|14|40|42|43|52|17
6/18/16|$168,300,000|2|23|41|53|63|11
6/15/16|$153,000,000|4|22|24|31|33|10
6/11/16|$141,000,000|20|27|36|41|58|7
6/8/16|$123,000,000|12|25|37|60|69|20
6/4/16|$110,000,000|16|20|22|43|64|17
6/1/16|$100,000,000|23|30|33|40|69|12
5/28/16|$90,000,000|6|33|34|58|59|12
5/25/16|$80,000,000|11|24|41|59|64|15
5/21/16|$70,000,000|5|7|9|23|32|26
5/18/16|$60,000,000|23|25|39|54|67|11
5/14/16|$50,000,000|13|27|47|64|65|9
5/11/16|$40,000,000|20|32|52|66|69|23
5/7/16|$415,000,000|5|25|26|44|66|9
5/4/16|$348,000,000|30|47|57|66|69|3
4/30/16|$314,000,000|3|12|16|32|34|14
4/27/16|$282,000,000|2|25|33|39|64|17
4/23/16|$251,000,000|19|35|46|59|62|13
4/20/16|$227,000,000|12|25|30|52|62|8
4/16/16|$205,000,000|3|18|25|32|51|3
4/13/16|$184,000,000|30|33|35|38|64|22
4/9/16|$168,000,000|14|22|23|41|61|9
4/6/16|$148,000,000|4|28|49|60|65|25
4/2/16|$135,000,000|9|28|30|40|61|3
3/30/16|$116,000,000|24|44|53|55|63|19
3/26/16|$101,600,000|11|23|42|52|68|6
3/23/16|$90,000,000|5|8|15|22|49|25
3/19/16|$80,000,000|11|23|43|54|60|3
3/16/16|$70,000,000|10|12|13|46|50|21
3/12/16|$60,000,000|11|28|50|57|62|23
3/9/16|$50,000,000|14|23|32|34|68|3
3/5/16|$40,000,000|3|27|34|59|69|19
3/2/16|$291,400,000|12|13|44|52|62|6
2/27/16|$265,300,000|10|11|21|22|53|18
2/24/16|$237,800,000|21|31|64|65|67|5
2/20/16|$212,000,000|11|12|15|16|54|25
2/17/16|$189,000,000|7|17|27|29|40|25
2/13/16|$176,000,000|7|15|18|19|36|20
2/10/16|$157,000,000|2|3|40|50|62|5
2/6/16|$136,000,000|4|13|31|36|52|8
2/3/16|$116,600,000|26|28|31|60|67|23
1/30/16|$96,000,000|5|12|16|31|43|18
1/27/16|$75,000,000|3|12|40|52|67|21
1/23/16|$60,000,000|22|32|34|40|69|19
1/20/16|$50,000,000|5|39|44|47|69|24
1/16/16|$40,000,000|3|51|52|61|64|6
1/13/16|$1500,000,000|4|8|19|27|34|10
1/9/16|$949,000,000|16|19|32|34|57|13
1/6/16|$524,100,000|2|11|47|62|63|17
1/2/16|$355,800,000|5|6|15|29|42|10
12/30/15|$300,000,000|12|36|38|54|61|22
12/26/15|$261,700,000|27|40|44|59|65|20
12/23/15|$227,000,000|16|38|55|63|67|25
12/19/15|$204,600,000|28|30|41|59|68|10
12/16/15|$180,000,000|9|10|32|42|55|6
12/12/15|$164,000,000|2|14|19|30|62|22
12/9/15|$145,000,000|7|10|16|46|56|1
12/5/15|$127,000,000|13|27|33|47|68|13
12/2/15|$110,000,000|14|18|19|32|64|9
11/28/15|$100,000,000|2|6|47|66|67|2
11/25/15|$50,000,000|16|29|53|58|69|21
11/21/15|$80,000,000|37|47|50|52|57|21
11/18/15|$70,000,000|17|40|41|46|69|6
11/14/15|$60,000,000|14|22|37|45|66|5
11/11/15|$50,000,000|4|26|32|55|64|18
11/7/15|$40,000,000|7|16|25|50|53|15
11/4/15|$142,000,000|2|12|17|20|65|17
10/31/15|$127,000,000|9|20|25|47|68|7
10/28/15|$110,000,000|4|54|56|62|63|10
10/24/15|$100,000,000|20|31|56|60|64|2
10/21/15|$90,000,000|30|32|42|56|57|11
10/17/15|$80,000,000|48|49|57|62|69|19
10/14/15|$70,000,000|15|20|29|31|40|1
10/10/15|$60,000,000|12|27|29|43|68|1
